Advice,Company,Target,Analyst,Date,Ticker
Accumulate,Cummins India Ltd.,1069.0,Prabhudas Lilladher,15 Feb 2022,
Buy,GAIL (India) Ltd.,154.0,Reliance Securities,20 Mar 2020,
Buy,Kalpataru Projects I..,240.0,Reliance Securities,20 Mar 2020,KPIL
Hold,Petronet LNG Ltd.,,Reliance Securities,20 Mar 2020,
Sell,Mahanagar Gas Ltd.,,Reliance Securities,20 Mar 2020,
Sell,ABB India Ltd.,,Reliance Securities,20 Mar 2020,
Buy,JK Cement Ltd.,1580.0,Reliance Securities,20 Mar 2020,
Buy,Aarti Industries Ltd.,984.0,Reliance Securities,20 Mar 2020,
Buy,Ashok Leyland Ltd.,,Reliance Securities,20 Mar 2020,
Buy,NCC Ltd.,,Reliance Securities,20 Mar 2020,
Buy,Ramkrishna Forgings ..,385.0,Reliance Securities,20 Mar 2020,
Sell,Bharat Petroleum Cor..,,Reliance Securities,20 Mar 2020,
Buy,Shree Cements Ltd.,23500.0,Reliance Securities,20 Mar 2020,
Buy,KNR Constructions Ltd.,330.0,Reliance Securities,20 Mar 2020,
Buy,Ambuja Cements Ltd.,250.0,Reliance Securities,20 Mar 2020,
Buy,GAIL (India) Ltd.,154.0,Reliance Securities,18 Mar 2020,GAIL
Buy,Kalpataru Projects I..,,Reliance Securities,18 Mar 2020,
Hold,Petronet LNG Ltd.,,Reliance Securities,18 Mar 2020,
Sell,Mahanagar Gas Ltd.,,Reliance Securities,18 Mar 2020,
Sell,ABB India Ltd.,,Reliance Securities,18 Mar 2020,
Buy,JK Cement Ltd.,1580.0,Reliance Securities,18 Mar 2020,JKCEMENT
Buy,Aarti Industries Ltd.,984.0,Reliance Securities,18 Mar 2020,
Buy,Ashok Leyland Ltd.,111.0,Reliance Securities,18 Mar 2020,
Buy,NCC Ltd.,,Reliance Securities,18 Mar 2020,
Buy,Ramkrishna Forgings ..,385.0,Reliance Securities,18 Mar 2020,
Sell,Bharat Petroleum Cor..,,Reliance Securities,18 Mar 2020,
Buy,Shree Cements Ltd.,23500.0,Reliance Securities,18 Mar 2020,
Buy,KNR Constructions Ltd.,330.0,Reliance Securities,18 Mar 2020,
Buy,Ambuja Cements Ltd.,250.0,Reliance Securities,18 Mar 2020,
Buy,Ambuja Cements Ltd.,250.0,Reliance Securities,22 Feb 2020,AMBUJACEM
Buy,KNR Constructions Ltd.,330.0,Reliance Securities,17 Feb 2020,KNRCON
Hold,Shree Cements Ltd.,23500.0,Reliance Securities,15 Feb 2020,
Buy,Ramkrishna Forgings ..,385.0,Reliance Securities,14 Feb 2020,
Sell,Bharat Petroleum Cor..,416.0,Reliance Securities,14 Feb 2020,BPCL
Hold,Aarti Industries Ltd.,984.0,Reliance Securities,13 Feb 2020,
Buy,Ashok Leyland Ltd.,111.0,Reliance Securities,13 Feb 2020,ASHOKLEY
Buy,NCC Ltd.,98.0,Reliance Securities,13 Feb 2020,NCC
Buy,JK Tyre & Industries..,100.0,Reliance Securities,04 Feb 2020,JKTYRE
Hold,Titan Company Ltd.,1400.0,Reliance Securities,04 Feb 2020,TITAN
Hold,SRF Ltd.,3725.0,Reliance Securities,04 Feb 2020,SRF
Hold,Coromandel Internati..,606.0,Reliance Securities,04 Feb 2020,
Buy,State Bank of India,370.0,Reliance Securities,01 Feb 2020,SBIN
Hold,Hindustan Unilever L..,2125.0,Reliance Securities,01 Feb 2020,HINDUNILVR
Hold,Havells India Ltd.,624.0,Reliance Securities,22 Jan 2020,HAVELLS
Buy,Federal Bank Ltd.,120.0,Reliance Securities,21 Jan 2020,
Hold,Kotak Mahindra Bank ..,1750.0,Reliance Securities,21 Jan 2020,
Buy,KNR Constructions Ltd.,275.0,Reliance Securities,18 Nov 2019,KNRCON
Buy,Apollo Tyres Ltd.,215.0,Reliance Securities,05 Nov 2019,APOLLOTYRE
Buy,NCC Ltd.,110.0,Reliance Securities,05 Nov 2019,NCC
Hold,SRF Ltd.,2908.0,Reliance Securities,05 Nov 2019,
Buy,Escorts Kubota Ltd.,925.0,Reliance Securities,04 Nov 2019,
Buy,JK Lakshmi Cement Ltd.,465.0,Reliance Securities,04 Nov 2019,JKLAKSHMI
Buy,Sonata Software Ltd.,420.0,Reliance Securities,31 Oct 2019,SONATSOFTW
Buy,Heidelberg Cement In..,260.0,Reliance Securities,31 Oct 2019,
Hold,Petronet LNG Ltd.,296.0,Reliance Securities,30 Oct 2019,
Hold,The Ramco Cements Ltd.,810.0,Reliance Securities,30 Oct 2019,RAMCOCEM
Buy,ICICI Bank Ltd.,570.0,Reliance Securities,29 Oct 2019,ICICIBANK
Buy,State Bank of India,360.0,Reliance Securities,29 Oct 2019,
Buy,Tata Motors Ltd.,205.0,Reliance Securities,29 Oct 2019,TATAMOTORS
Buy,Crompton Greaves Con..,300.0,Reliance Securities,24 Oct 2019,CROMPTON
Hold,Maruti Suzuki India ..,7250.0,Reliance Securities,24 Oct 2019,
Hold,Havells India Ltd.,640.0,Reliance Securities,24 Oct 2019,HAVELLS
Buy,Hero MotoCorp Ltd.,3050.0,Reliance Securities,24 Oct 2019,HEROMOTOCO
Hold,Kajaria Ceramics Ltd.,595.0,Reliance Securities,24 Oct 2019,KAJARIACER
Hold,Torrent Pharmaceutic..,1785.0,Reliance Securities,24 Oct 2019,
Sell,Ceat Ltd.,911.0,Reliance Securities,23 Oct 2019,CEATLTD
Hold,Asian Paints Ltd.,1725.0,Reliance Securities,23 Oct 2019,ASIANPAINT
Buy,Axis Bank Ltd.,800.0,Reliance Securities,23 Oct 2019,
Buy,Kotak Mahindra Bank ..,1720.0,Reliance Securities,23 Oct 2019,KOTAKBANK
Buy,Sagar Cements Ltd.,775.0,Reliance Securities,23 Oct 2019,SAGCEM
Sell,Jubilant Foodworks L..,1340.0,Reliance Securities,23 Oct 2019,
Hold,Tata Elxsi Ltd.,750.0,Reliance Securities,23 Oct 2019,
Buy,Central Depository S..,235.0,Reliance Securities,23 Oct 2019,
Buy,UltraTech Cement Ltd.,5000.0,Reliance Securities,22 Oct 2019,ULTRACEMCO
Buy,DCB Bank Ltd.,230.0,Reliance Securities,22 Oct 2019,
Buy,HDFC Bank Ltd.,1430.0,Reliance Securities,21 Oct 2019,
Buy,Shree Cements Ltd.,20900.0,Reliance Securities,21 Oct 2019,
Buy,ACC Ltd.,1710.0,Reliance Securities,15 Oct 2019,ACC
Hold,Hindustan Unilever L..,2050.0,Reliance Securities,15 Oct 2019,
Buy,KNR Constructions Ltd.,290.0,Reliance Securities,19 Aug 2019,KNRCON
Buy,NBCC (India) Ltd.,45.0,Reliance Securities,16 Aug 2019,
Buy,Ahluwalia Contracts ..,410.0,Reliance Securities,16 Aug 2019,AHLUCONT
Buy,Aurum Proptech Ltd.,590.0,Reliance Securities,16 Aug 2019,AURUM
Hold,Glenmark Pharmaceuti..,415.0,Reliance Securities,14 Aug 2019,GLENMARK
Buy,Blue Star Ltd.,829.0,Reliance Securities,14 Aug 2019,BLUESTARCO
Buy,Engineers India Ltd.,163.0,Reliance Securities,14 Aug 2019,ENGINERSIN
Buy,Sun Pharmaceutical I..,500.0,Reliance Securities,14 Aug 2019,SUNPHARMA
Buy,Alkem Laboratories L..,2050.0,Reliance Securities,13 Aug 2019,
Sell,Ramkrishna Forgings ..,395.0,Reliance Securities,13 Aug 2019,
Buy,HG Infra Engineering..,385.0,Reliance Securities,13 Aug 2019,HGINFRA
Buy,NCC Ltd.,125.0,Reliance Securities,12 Aug 2019,NCC
Hold,Shree Cements Ltd.,20200.0,Reliance Securities,12 Aug 2019,
Buy,GAIL (India) Ltd.,155.0,Reliance Securities,12 Aug 2019,
Sell,Bharat Petroleum Cor..,330.0,Reliance Securities,12 Aug 2019,
Hold,Mahanagar Gas Ltd.,761.0,Reliance Securities,10 Aug 2019,
Buy,Brokerage Research R..,,Reliance Securities,09 Aug 2019,
Buy,Sonata Software Ltd.,395.0,Reliance Securities,09 Aug 2019,SONATSOFTW
Buy,Voltas Ltd.,663.0,Reliance Securities,09 Aug 2019,VOLTAS
Buy,Hexaware Technologie..,440.0,Reliance Securities,09 Aug 2019,
Buy,UltraTech Cement Ltd.,5100.0,Reliance Securities,08 Aug 2019,ULTRACEMCO
Buy,Petronet LNG Ltd.,260.0,Reliance Securities,08 Aug 2019,
Buy,Brokerage Research R..,,Reliance Securities,08 Aug 2019,
Sell,Lupin Ltd.,715.0,Reliance Securities,08 Aug 2019,
Buy,HCL Technologies Ltd.,1200.0,Reliance Securities,08 Aug 2019,HCLTECH
Buy,KEC International Ltd.,342.0,Reliance Securities,08 Aug 2019,KEC
Hold,India Cements Ltd.,94.0,Reliance Securities,08 Aug 2019,
Buy,Indian Bank,250.0,Reliance Securities,07 Aug 2019,
Buy,JK Cement Ltd.,1260.0,Reliance Securities,06 Aug 2019,JKCEMENT
Hold,eClerx Services Ltd.,545.0,Reliance Securities,05 Aug 2019,ECLERX
Hold,Somany Ceramics Ltd.,335.0,Reliance Securities,05 Aug 2019,
Buy,Hero MotoCorp Ltd.,2500.0,Reliance Securities,30 Jul 2019,
Buy,Central Depository S..,235.0,Reliance Securities,30 Jul 2019,CDSL
Sell,Escorts Kubota Ltd.,435.0,Reliance Securities,30 Jul 2019,
Buy,Torrent Pharmaceutic..,1740.0,Reliance Securities,24 Jul 2019,TORNTPHARM
Sell,TVS Motor Company Ltd.,351.0,Reliance Securities,23 Jul 2019,TVSMOTOR
Hold,DCB Bank Ltd.,230.0,Reliance Securities,17 Jul 2019,
Buy,Federal Bank Ltd.,120.0,Reliance Securities,17 Jul 2019,FEDERALBNK
Hold,Infosys Ltd.,790.0,Reliance Securities,15 Jul 2019,INFY
Hold,IndusInd Bank Ltd.,1600.0,Reliance Securities,12 Jul 2019,INDUSINDBK
Hold,Asian Paints Ltd.,1305.0,Reliance Securities,10 May 2019,
Buy,HCL Technologies Ltd.,1280.0,Reliance Securities,09 May 2019,HCLTECH
Buy,KEC International Ltd.,383.0,Reliance Securities,09 May 2019,KEC
Buy,DCB Bank Ltd.,230.0,Reliance Securities,19 Apr 2019,DCBBANK
Hold,Wipro Ltd.,300.0,Reliance Securities,17 Apr 2019,
Buy,Tata Consultancy Ser..,2190.0,Reliance Securities,11 Jan 2019,TCS
Buy,IndusInd Bank Ltd.,1652.0,Reliance Securities,10 Jan 2019,INDUSINDBK
Buy,Power Mech Projects ..,1178.0,Reliance Securities,20 Nov 2018,
Buy,NBCC (India) Ltd.,90.0,Reliance Securities,19 Nov 2018,NBCC
Buy,JK Lakshmi Cement Ltd.,380.0,Reliance Securities,19 Nov 2018,JKLAKSHMI
Buy,Ahluwalia Contracts ..,475.0,Reliance Securities,16 Nov 2018,AHLUCONT
Buy,CESC Ltd.,775.0,Reliance Securities,15 Nov 2018,CESC
Hold,Mangalam Cement Ltd.,210.0,Reliance Securities,14 Nov 2018,MANGLMCEM
Buy,J Kumar Infraproject..,260.0,Reliance Securities,14 Nov 2018,JKIL
Hold,Glenmark Pharmaceuti..,610.0,Reliance Securities,14 Nov 2018,
Buy,Sun Pharmaceutical I..,610.0,Reliance Securities,14 Nov 2018,SUNPHARMA
Buy,Engineers India Ltd.,158.0,Reliance Securities,14 Nov 2018,ENGINERSIN
Buy,NCC Ltd.,157.0,Reliance Securities,13 Nov 2018,NCC
Buy,Skipper Ltd.,147.0,Reliance Securities,13 Nov 2018,SKIPPER
Buy,Shree Cements Ltd.,17200.0,Reliance Securities,13 Nov 2018,SHREECEM
Buy,Aurobindo Pharma Ltd.,876.0,Reliance Securities,13 Nov 2018,AUROPHARMA
Buy,Coal India Ltd.,352.0,Reliance Securities,13 Nov 2018,
Hold,eClerx Services Ltd.,1135.0,Reliance Securities,02 Nov 2018,ECLERX
Buy,Kalpataru Projects I..,544.0,Reliance Securities,01 Nov 2018,KPIL
Hold,Lupin Ltd.,850.0,Reliance Securities,01 Nov 2018,LUPIN
Buy,Ajanta Pharma Ltd.,1360.0,Reliance Securities,01 Nov 2018,
Hold,Bank of Baroda,102.0,Reliance Securities,01 Nov 2018,
Buy,Escorts Kubota Ltd.,1015.0,Reliance Securities,01 Nov 2018,
Buy,Sagar Cements Ltd.,750.0,Reliance Securities,30 Oct 2018,
Buy,ABB India Ltd.,1678.0,Reliance Securities,30 Oct 2018,
Buy,ICICI Bank Ltd.,390.0,Reliance Securities,29 Oct 2018,
Buy,Crompton Greaves Con..,280.0,Reliance Securities,26 Oct 2018,CROMPTON
Buy,Bajaj Auto Ltd.,3015.0,Reliance Securities,26 Oct 2018,BAJAJ-AUTO
Buy,YES Bank Ltd.,259.0,Reliance Securities,25 Oct 2018,YESBANK
Buy,Kajaria Ceramics Ltd.,510.0,Reliance Securities,25 Oct 2018,KAJARIACER
Buy,Birlasoft Ltd.,285.0,Reliance Securities,25 Oct 2018,
Buy,Kotak Mahindra Bank ..,1497.0,Reliance Securities,25 Oct 2018,
Hold,Hexaware Technologie..,380.0,Reliance Securities,25 Oct 2018,
Hold,Wipro Ltd.,320.0,Reliance Securities,25 Oct 2018,
Buy,Ambuja Cements Ltd.,235.0,Reliance Securities,23 Oct 2018,AMBUJACEM
Buy,HCL Technologies Ltd.,1220.0,Reliance Securities,23 Oct 2018,
Hold,TVS Motor Company Ltd.,585.0,Reliance Securities,23 Oct 2018,
Buy,HDFC Bank Ltd.,2471.0,Reliance Securities,22 Oct 2018,
Buy,MindTree Ltd.,1080.0,Reliance Securities,19 Oct 2018,MINDTREE
Buy,Infosys Ltd.,795.0,Reliance Securities,17 Oct 2018,INFY
Buy,Federal Bank Ltd.,141.0,Reliance Securities,16 Oct 2018,
Buy,Tata Consultancy Ser..,2260.0,Reliance Securities,12 Oct 2018,TCS
Buy,Tata Elxsi Ltd.,1440.0,Reliance Securities,09 Oct 2018,TATAELXSI
Buy,Ahluwalia Contracts ..,450.0,Reliance Securities,17 Aug 2018,
Buy,Asian Granito India ..,375.0,Reliance Securities,17 Aug 2018,ASIANTILES
Buy,Power Mech Projects ..,1178.0,Reliance Securities,17 Aug 2018,POWERMECH
Buy,Sonata Software Ltd.,420.0,Reliance Securities,16 Aug 2018,SONATSOFTW
Buy,Sun Pharmaceutical I..,685.0,Reliance Securities,16 Aug 2018,
Buy,Zydus Lifesciences L..,450.0,Reliance Securities,16 Aug 2018,ZYDUSLIFE
Buy,NBCC (India) Ltd.,103.0,Reliance Securities,16 Aug 2018,NBCC
Hold,CG Power and Industr..,65.0,Reliance Securities,16 Aug 2018,
Buy,Alkem Laboratories L..,2390.0,Reliance Securities,14 Aug 2018,ALKEM
Buy,Coal India Ltd.,352.0,Reliance Securities,14 Aug 2018,
Buy,Skipper Ltd.,214.0,Reliance Securities,13 Aug 2018,SKIPPER
Buy,SBI Home Finance Ltd.,,Reliance Securities,13 Aug 2018,
Hold,Lupin Ltd.,800.0,Reliance Securities,10 Aug 2018,LUPIN
Buy,Cipla Ltd.,690.0,Reliance Securities,10 Aug 2018,
Buy,Blue Star Ltd.,856.0,Reliance Securities,09 Aug 2018,
Buy,Somany Ceramics Ltd.,700.0,Reliance Securities,09 Aug 2018,SOMANYCERA
Buy,Indian Bank,430.0,Reliance Securities,09 Aug 2018,
Buy,Inox Wind Ltd.,150.0,Reliance Securities,08 Aug 2018,INOXWIND
Buy,Kalpataru Projects I..,555.0,Reliance Securities,08 Aug 2018,KPIL
Hold,eClerx Services Ltd.,1170.0,Reliance Securities,08 Aug 2018,ECLERX
Buy,TVS Motor Company Ltd.,585.0,Reliance Securities,07 Aug 2018,TVSMOTOR
Buy,KEC International Ltd.,434.0,Reliance Securities,07 Aug 2018,
Hold,Mangalam Cement Ltd.,230.0,Reliance Securities,07 Aug 2018,
Buy,Power Grid Corporati..,256.0,Reliance Securities,03 Aug 2018,
Buy,Apollo Tyres Ltd.,325.0,Reliance Securities,02 Aug 2018,
Buy,Aurum Proptech Ltd.,715.0,Reliance Securities,02 Aug 2018,AURUM
Hold,The Ramco Cements Ltd.,750.0,Reliance Securities,02 Aug 2018,
Buy,NTPC Ltd.,213.0,Reliance Securities,02 Aug 2018,
Buy,Tata Motors Ltd.,325.0,Reliance Securities,01 Aug 2018,TATAMOTORS
Buy,HG Infra Engineering..,405.0,Reliance Securities,01 Aug 2018,HGINFRA
Buy,Housing Development ..,2372.0,Reliance Securities,01 Aug 2018,HDFC
Buy,Ajanta Pharma Ltd.,1360.0,Reliance Securities,01 Aug 2018,AJANTPHARM
Buy,JK Cement Ltd.,880.0,Reliance Securities,31 Jul 2018,JKCEMENT
Buy,Central Depository S..,315.0,Reliance Securities,31 Jul 2018,CDSL
Sell,JSW Energy Ltd.,62.0,Reliance Securities,31 Jul 2018,JSWENERGY
Hold,ICICI Bank Ltd.,325.0,Reliance Securities,31 Jul 2018,
Buy,Tech Mahindra Ltd.,840.0,Reliance Securities,31 Jul 2018,TECHM
Buy,CESC Ltd.,1076.0,Reliance Securities,30 Jul 2018,
Buy,Tata Power Company L..,90.0,Reliance Securities,30 Jul 2018,
Buy,HCL Technologies Ltd.,1140.0,Reliance Securities,30 Jul 2018,
Buy,Shriram Finance Ltd.,1890.0,Reliance Securities,27 Jul 2018,
Hold,Canara Bank,273.0,Reliance Securities,26 Jul 2018,CANBK
Hold,Canara Bank,273.0,Reliance Securities,26 Jul 2018,CANBK
Buy,Maruti Suzuki India ..,9650.0,Reliance Securities,26 Jul 2018,MARUTI
Buy,Hero MotoCorp Ltd.,3500.0,Reliance Securities,26 Jul 2018,HEROMOTOCO
Buy,YES Bank Ltd.,469.0,Reliance Securities,26 Jul 2018,
Hold,Birlasoft Ltd.,310.0,Reliance Securities,26 Jul 2018,BSOFT
Buy,Crompton Greaves Con..,305.0,Reliance Securities,26 Jul 2018,
Buy,Ambuja Cements Ltd.,270.0,Reliance Securities,26 Jul 2018,AMBUJACEM
Buy,Tata Elxsi Ltd.,1610.0,Reliance Securities,26 Jul 2018,TATAELXSI
Sell,Hexaware Technologie..,410.0,Reliance Securities,25 Jul 2018,HEXAWARE
Buy,Kajaria Ceramics Ltd.,540.0,Reliance Securities,25 Jul 2018,KAJARIACER
Buy,Bajaj Auto Ltd.,3050.0,Reliance Securities,23 Jul 2018,BAJAJ-AUTO
Hold,Wipro Ltd.,305.0,Reliance Securities,23 Jul 2018,
Buy,Havells India Ltd.,650.0,Reliance Securities,23 Jul 2018,
Buy,HDFC Bank Ltd.,2471.0,Reliance Securities,23 Jul 2018,
Buy,Kotak Mahindra Bank ..,1497.0,Reliance Securities,20 Jul 2018,KOTAKBANK
Buy,ABB India Ltd.,1678.0,Reliance Securities,20 Jul 2018,
Buy,JK Tyre & Industries..,187.0,Reliance Securities,19 Jul 2018,
Buy,UltraTech Cement Ltd.,4600.0,Reliance Securities,19 Jul 2018,ULTRACEMCO
Buy,Federal Bank Ltd.,141.0,Reliance Securities,18 Jul 2018,
Buy,DCB Bank Ltd.,207.0,Reliance Securities,17 Jul 2018,DCBBANK
Buy,Infosys Ltd.,1530.0,Reliance Securities,16 Jul 2018,INFY
Buy,Cyient Ltd.,810.0,Reliance Securities,13 Jul 2018,CYIENT
Buy,IndusInd Bank Ltd.,2196.0,Reliance Securities,11 Jul 2018,
Buy,Tata Consultancy Ser..,2170.0,Reliance Securities,11 Jul 2018,
Hold,CG Power and Industr..,65.0,Reliance Securities,08 Jun 2018,CGPOWER
Buy,Power Mech Projects ..,1080.0,Reliance Securities,07 Jun 2018,
Buy,Coal India Ltd.,352.0,Reliance Securities,05 Jun 2018,COALINDIA
Buy,NTPC Ltd.,213.0,Reliance Securities,04 Jun 2018,
Buy,Power Grid Corporati..,256.0,Reliance Securities,04 Jun 2018,POWERGRID
Buy,KNR Constructions Ltd.,300.0,Reliance Securities,04 Jun 2018,KNRCON
Buy,Ahluwalia Contracts ..,450.0,Reliance Securities,01 Jun 2018,AHLUCONT
Buy,Kalpataru Projects I..,567.0,Reliance Securities,31 May 2018,KPIL
Buy,Techno Electric & En..,435.0,Reliance Securities,31 May 2018,TECHNO
Buy,Glenmark Pharmaceuti..,615.0,Reliance Securities,31 May 2018,GLENMARK
Buy,Sagar Cements Ltd.,1050.0,Reliance Securities,30 May 2018,SAGCEM
Buy,Mahindra & Mahindra ..,1015.0,Reliance Securities,30 May 2018,
Buy,Aurobindo Pharma Ltd.,712.0,Reliance Securities,30 May 2018,AUROPHARMA
Hold,Sun Pharmaceutical I..,545.0,Reliance Securities,29 May 2018,
Buy,NBCC (India) Ltd.,128.0,Reliance Securities,29 May 2018,
Buy,Zydus Lifesciences L..,490.0,Reliance Securities,28 May 2018,ZYDUSLIFE
Buy,Ramkrishna Forgings ..,905.0,Reliance Securities,28 May 2018,
Buy,India Cements Ltd.,180.0,Reliance Securities,28 May 2018,INDIACEM
Buy,Heidelberg Cement In..,200.0,Reliance Securities,28 May 2018,HEIDELBERG
Buy,Somany Ceramics Ltd.,765.0,Reliance Securities,28 May 2018,SOMANYCERA
Buy,Bank of Baroda,192.0,Reliance Securities,28 May 2018,BANKBARODA
Buy,HG Infra Engineering..,390.0,Reliance Securities,25 May 2018,
Buy,NCC Ltd.,152.0,Reliance Securities,25 May 2018,NCC
Hold,Birlasoft Ltd.,260.0,Reliance Securities,24 May 2018,BSOFT
Buy,Tata Motors Ltd.,375.0,Reliance Securities,24 May 2018,TATAMOTORS
Hold,CESC Ltd.,1076.0,Reliance Securities,24 May 2018,CESC
Hold,eClerx Services Ltd.,1415.0,Reliance Securities,24 May 2018,
Hold,Cipla Ltd.,580.0,Reliance Securities,23 May 2018,CIPLA
Buy,Sonata Software Ltd.,385.0,Reliance Securities,23 May 2018,SONATSOFTW
Buy,The Ramco Cements Ltd.,800.0,Reliance Securities,23 May 2018,RAMCOCEM
Buy,State Bank of India,358.0,Reliance Securities,23 May 2018,SBIN
Buy,Ashok Leyland Ltd.,175.0,Reliance Securities,22 May 2018,
Buy,Asian Granito India ..,580.0,Reliance Securities,22 May 2018,
Buy,Bajaj Auto Ltd.,3165.0,Reliance Securities,21 May 2018,BAJAJ-AUTO
Buy,JK Tyre & Industries..,187.0,Reliance Securities,21 May 2018,JKTYRE
Buy,Inox Wind Ltd.,140.0,Reliance Securities,21 May 2018,INOXWIND
Buy,JK Lakshmi Cement Ltd.,460.0,Reliance Securities,18 May 2018,
Buy,Skipper Ltd.,315.0,Reliance Securities,18 May 2018,SKIPPER
Buy,Mangalam Cement Ltd.,365.0,Reliance Securities,17 May 2018,MANGLMCEM
Buy,TVS Motor Company Ltd.,700.0,Reliance Securities,16 May 2018,
Buy,JK Cement Ltd.,1180.0,Reliance Securities,16 May 2018,JKCEMENT
Hold,Lupin Ltd.,825.0,Reliance Securities,16 May 2018,LUPIN
Buy,Crompton Greaves Con..,305.0,Reliance Securities,16 May 2018,
Buy,Indian Bank,430.0,Reliance Securities,16 May 2018,INDIANB
Hold,Canara Bank,260.0,Reliance Securities,16 May 2018,CANBK
Buy,KEC International Ltd.,434.0,Reliance Securities,15 May 2018,KEC
Buy,Aurum Proptech Ltd.,710.0,Reliance Securities,14 May 2018,AURUM
Buy,Apollo Tyres Ltd.,325.0,Reliance Securities,11 May 2018,APOLLOTYRE
Buy,Kajaria Ceramics Ltd.,710.0,Reliance Securities,11 May 2018,KAJARIACER
Buy,ABB India Ltd.,1678.0,Reliance Securities,10 May 2018,
Buy,Federal Bank Ltd.,141.0,Reliance Securities,10 May 2018,FEDERALBNK
Sell,Adani Power Ltd.,24.0,Reliance Securities,09 May 2018,ADANIPOWER
Hold,ICICI Bank Ltd.,325.0,Reliance Securities,08 May 2018,ICICIBANK
Buy,Ambuja Cements Ltd.,285.0,Reliance Securities,07 May 2018,AMBUJACEM
Sell,JSW Energy Ltd.,74.0,Reliance Securities,07 May 2018,
Hold,Tata Power Company L..,90.0,Reliance Securities,07 May 2018,
Buy,Ceat Ltd.,1750.0,Reliance Securities,07 May 2018,CEATLTD
Buy,Ajanta Pharma Ltd.,1337.0,Reliance Securities,04 May 2018,AJANTPHARM
Sell,Hexaware Technologie..,340.0,Reliance Securities,03 May 2018,
Buy,Hero MotoCorp Ltd.,4200.0,Reliance Securities,03 May 2018,
Buy,Kotak Mahindra Bank ..,1396.0,Reliance Securities,03 May 2018,KOTAKBANK
Buy,HCL Technologies Ltd.,1150.0,Reliance Securities,02 May 2018,
Sell,Housing Development ..,,Reliance Securities,02 May 2018,
Buy,Maruti Suzuki India ..,9800.0,Reliance Securities,30 Apr 2018,
Buy,Shriram Finance Ltd.,1890.0,Reliance Securities,30 Apr 2018,SHRIRAMFIN
Buy,Shree Cements Ltd.,21500.0,Reliance Securities,30 Apr 2018,SHREECEM
Buy,Axis Bank Ltd.,671.0,Reliance Securities,27 Apr 2018,AXISBANK
Buy,Tata Elxsi Ltd.,1340.0,Reliance Securities,27 Apr 2018,TATAELXSI
Buy,YES Bank Ltd.,469.0,Reliance Securities,26 Apr 2018,YESBANK
Buy,UltraTech Cement Ltd.,5100.0,Reliance Securities,26 Apr 2018,
Hold,Wipro Ltd.,290.0,Reliance Securities,26 Apr 2018,
Buy,Persistent Systems L..,820.0,Reliance Securities,25 Apr 2018,
Buy,Central Depository S..,410.0,Reliance Securities,24 Apr 2018,CDSL
Buy,HDFC Bank Ltd.,2471.0,Reliance Securities,23 Apr 2018,
Buy,IndusInd Bank Ltd.,2196.0,Reliance Securities,20 Apr 2018,INDUSINDBK
Buy,Tata Consultancy Ser..,3620.0,Reliance Securities,20 Apr 2018,
Buy,Cyient Ltd.,755.0,Reliance Securities,20 Apr 2018,CYIENT
Buy,MindTree Ltd.,1000.0,Reliance Securities,19 Apr 2018,MINDTREE
Buy,ACC Ltd.,1920.0,Reliance Securities,19 Apr 2018,ACC
Buy,DCB Bank Ltd.,247.0,Reliance Securities,17 Apr 2018,DCBBANK
Buy,Infosys Ltd.,1290.0,Reliance Securities,16 Apr 2018,INFY
Hold,Tata Power Company L..,90.0,Reliance Securities,26 Feb 2018,
Hold,CG Power and Industr..,90.0,Reliance Securities,26 Feb 2018,CGPOWER
Hold,Power Mech Projects ..,915.0,Reliance Securities,26 Feb 2018,POWERMECH
Buy,Coal India Ltd.,339.0,Reliance Securities,26 Feb 2018,COALINDIA
Buy,Torrent Pharmaceutic..,1570.0,Reliance Securities,21 Feb 2018,
Buy,Ambuja Cements Ltd.,310.0,Reliance Securities,21 Feb 2018,AMBUJACEM
Buy,Ahluwalia Contracts ..,405.0,Reliance Securities,20 Feb 2018,AHLUCONT
Buy,Nestle India Ltd.,8405.0,Reliance Securities,19 Feb 2018,
Buy,Bank of Baroda,207.0,Reliance Securities,16 Feb 2018,
Buy,Britannia Industries..,5642.0,Reliance Securities,16 Feb 2018,BRITANNIA
Buy,J Kumar Infraproject..,440.0,Reliance Securities,15 Feb 2018,JKIL
Hold,CESC Ltd.,1012.0,Reliance Securities,15 Feb 2018,CESC
Buy,ABB India Ltd.,1678.0,Reliance Securities,15 Feb 2018,ABB
Buy,Sun Pharmaceutical I..,590.0,Reliance Securities,15 Feb 2018,SUNPHARMA
Buy,Alkem Laboratories L..,2610.0,Reliance Securities,14 Feb 2018,
Buy,Marico Ltd.,351.0,Reliance Securities,14 Feb 2018,MARICO
Buy,Indian Bank,445.0,Reliance Securities,14 Feb 2018,
Buy,India Cements Ltd.,220.0,Reliance Securities,12 Feb 2018,INDIACEM
Buy,Zydus Lifesciences L..,540.0,Reliance Securities,12 Feb 2018,ZYDUSLIFE
Buy,KEC International Ltd.,445.0,Reliance Securities,09 Feb 2018,KEC
Buy,ACC Ltd.,1900.0,Reliance Securities,09 Feb 2018,ACC
Hold,Cipla Ltd.,675.0,Reliance Securities,08 Feb 2018,CIPLA
Hold,Union Bank of India,127.0,Reliance Securities,08 Feb 2018,UNIONBANK
Buy,Sonata Software Ltd.,340.0,Reliance Securities,08 Feb 2018,SONATSOFTW
