Advice,Company,Target,Analyst,Date,Ticker
Buy,Va Tech Wabag Ltd.,308.0,Chola Wealth Direct,22 Nov 2019,
Hold,PI Industries Ltd.,1428.0,Chola Wealth Direct,21 Nov 2019,
Buy,Repco Home Finance L..,376.0,Chola Wealth Direct,21 Nov 2019,REPCOHOME
Neutral,UNO Minda Ltd.,350.0,Chola Wealth Direct,17 Nov 2019,
Neutral,City Union Bank Ltd.,200.0,Chola Wealth Direct,15 Nov 2019,
Buy,JK Cement Ltd.,1467.0,Chola Wealth Direct,15 Nov 2019,JKCEMENT
Sell,Gabriel India Ltd.,102.0,Chola Wealth Direct,15 Nov 2019,
Neutral,Au Small Finance Ban..,793.0,Chola Wealth Direct,13 Nov 2019,
Buy,JK Lakshmi Cement Ltd.,383.0,Chola Wealth Direct,08 Nov 2019,JKLAKSHMI
Buy,Heidelberg Cement In..,232.0,Chola Wealth Direct,07 Nov 2019,HEIDELBERG
Buy,DCB Bank Ltd.,216.0,Chola Wealth Direct,01 Nov 2019,DCBBANK
Buy,Indian Bank,176.0,Chola Wealth Direct,01 Nov 2019,INDIANB
Sell,TVS Motor Company Ltd.,435.0,Chola Wealth Direct,31 Oct 2019,
Buy,Orient Cement Ltd.,,Chola Wealth Direct,23 Oct 2019,
Buy,VST Tillers Tractors..,1361.0,Chola Wealth Direct,26 Sep 2019,
Buy,Hexaware Technologie..,390.0,Chola Wealth Direct,30 Aug 2019,
Sell,Balkrishna Industrie..,698.0,Chola Wealth Direct,30 Aug 2019,
Buy,Greaves Cotton Ltd.,133.0,Chola Wealth Direct,30 Aug 2019,GREAVESCOT
Buy,Arvind Ltd.,63.0,Chola Wealth Direct,22 Aug 2019,ARVIND
Buy,Repco Home Finance L..,402.0,Chola Wealth Direct,21 Aug 2019,
Buy,TTK Prestige Ltd.,6152.0,Chola Wealth Direct,20 Aug 2019,TTKPRESTIG
Neutral,Page Industries Ltd.,18335.0,Chola Wealth Direct,20 Aug 2019,PAGEIND
Buy,Emami Ltd.,345.0,Chola Wealth Direct,19 Aug 2019,EMAMILTD
Buy,Lumax Industries Ltd.,1554.0,Chola Wealth Direct,16 Aug 2019,LUMAXIND
Buy,City Union Bank Ltd.,223.0,Chola Wealth Direct,14 Aug 2019,CUB
Neutral,Brokerage Research R..,,Chola Wealth Direct,14 Aug 2019,
Buy,UNO Minda Ltd.,375.0,Chola Wealth Direct,09 Aug 2019,UNOMINDA
Buy,LIC Housing Finance ..,556.0,Chola Wealth Direct,07 Aug 2019,
Buy,Trident Ltd.,73.0,Chola Wealth Direct,06 Aug 2019,TRIDENT
Buy,Solar Industries Ind..,1239.0,Chola Wealth Direct,05 Aug 2019,SOLARINDS
Buy,Amara Raja Energy & ..,702.0,Chola Wealth Direct,01 Aug 2019,
Buy,Shriram City Union F..,1412.0,Chola Wealth Direct,31 Jul 2019,SHRIRAMCIT
Buy,Supreme Industries L..,1124.0,Chola Wealth Direct,31 Jul 2019,SUPREMEIND
Neutral,TVS Motor Company Ltd.,375.0,Chola Wealth Direct,30 Jul 2019,
Buy,Au Small Finance Ban..,700.0,Chola Wealth Direct,30 Jul 2019,AUBANK
Buy,Havells India Ltd.,747.0,Chola Wealth Direct,29 Jul 2019,HAVELLS
Neutral,South Indian Bank Ltd.,15.0,Chola Wealth Direct,29 Jul 2019,
Buy,PI Industries Ltd.,1282.0,Chola Wealth Direct,29 Jul 2019,PIIND
Neutral,Karur Vysya Bank Ltd.,68.0,Chola Wealth Direct,26 Jul 2019,
Buy,Cyient Ltd.,530.0,Chola Wealth Direct,25 Jul 2019,CYIENT
Buy,Kajaria Ceramics Ltd.,598.0,Chola Wealth Direct,23 Jul 2019,KAJARIACER
Buy,RBL Bank Ltd.,566.0,Chola Wealth Direct,22 Jul 2019,RBLBANK
Buy,DCB Bank Ltd.,241.0,Chola Wealth Direct,18 Jul 2019,DCBBANK
Buy,Arvind Ltd.,81.0,Chola Wealth Direct,27 Jun 2019,ARVIND
Buy,Kaveri Seed Company ..,578.0,Chola Wealth Direct,26 Jun 2019,
Buy,Berger Paints (India..,346.0,Chola Wealth Direct,25 Jun 2019,
Buy,TTK Prestige Ltd.,7079.0,Chola Wealth Direct,25 Jun 2019,
Buy,PI Industries Ltd.,1240.0,Chola Wealth Direct,24 Jun 2019,PIIND
Buy,Emami Ltd.,359.0,Chola Wealth Direct,21 Jun 2019,EMAMILTD
Buy,KPIT Technologies Ltd.,111.0,Chola Wealth Direct,20 Jun 2019,
Neutral,Page Industries Ltd.,22141.0,Chola Wealth Direct,20 Jun 2019,
Buy,Somany Ceramics Ltd.,490.0,Chola Wealth Direct,19 Jun 2019,SOMANYCERA
Buy,Repco Home Finance L..,402.0,Chola Wealth Direct,19 Jun 2019,REPCOHOME
Buy,Kajaria Ceramics Ltd.,657.0,Chola Wealth Direct,18 Jun 2019,KAJARIACER
Buy,Samvardhana Motherso..,128.0,Chola Wealth Direct,17 Jun 2019,MOTHERSON
Buy,Rane Holdings Ltd.,1243.0,Chola Wealth Direct,12 Jun 2019,RANEHOLDIN
Buy,UNO Minda Ltd.,370.0,Chola Wealth Direct,11 Jun 2019,UNOMINDA
Sell,Balkrishna Paper Mil..,,Chola Wealth Direct,10 Jun 2019,
Buy,Gabriel India Ltd.,135.0,Chola Wealth Direct,07 Jun 2019,GABRIEL
Buy,Heidelberg Cement In..,238.0,Chola Wealth Direct,04 Jun 2019,HEIDELBERG
Buy,Lumax Industries Ltd.,1687.0,Chola Wealth Direct,03 Jun 2019,LUMAXIND
Buy,Amara Raja Energy & ..,702.0,Chola Wealth Direct,31 May 2019,ARE&M
Buy,City Union Bank Ltd.,228.0,Chola Wealth Direct,31 May 2019,
Neutral,Brokerage Research R..,,Chola Wealth Direct,29 May 2019,
Neutral,JK Cement Ltd.,,Chola Wealth Direct,28 May 2019,
Sell,Karur Vysya Bank Ltd.,74.0,Chola Wealth Direct,23 May 2019,KARURVYSYA
Buy,Trident Ltd.,90.0,Chola Wealth Direct,20 May 2019,TRIDENT
Buy,Indian Bank,286.0,Chola Wealth Direct,20 May 2019,INDIANB
Buy,Solar Industries Ind..,1252.0,Chola Wealth Direct,10 May 2019,SOLARINDS
Buy,South East Agro Indu..,,Chola Wealth Direct,10 May 2019,
Buy,KEC International Ltd.,351.0,Chola Wealth Direct,09 May 2019,KEC
Buy,Supreme Industries L..,1147.0,Chola Wealth Direct,08 May 2019,
Buy,Coforge Ltd.,1440.0,Chola Wealth Direct,08 May 2019,COFORGE
Buy,Zensar Technologies ..,307.0,Chola Wealth Direct,07 May 2019,
Buy,LIC Housing Finance ..,556.0,Chola Wealth Direct,06 May 2019,LICHSGFIN
Buy,Persistent Systems L..,659.0,Chola Wealth Direct,02 May 2019,PERSISTENT
Buy,Orient Cement Ltd.,137.0,Chola Wealth Direct,30 Apr 2019,ORIENTCEM
Buy,Cyient Ltd.,717.0,Chola Wealth Direct,29 Apr 2019,CYIENT
Buy,Hexaware Technologie..,390.0,Chola Wealth Direct,26 Apr 2019,HEXAWARE
Buy,Au Small Finance Ban..,732.0,Chola Wealth Direct,25 Apr 2019,AUBANK
Buy,Kaveri Seed Company ..,578.0,Chola Wealth Direct,20 Feb 2019,
Buy,Page Industries Ltd.,26688.0,Chola Wealth Direct,19 Feb 2019,
Buy,Somany Ceramics Ltd.,469.0,Chola Wealth Direct,18 Feb 2019,SOMANYCERA
Buy,Heidelberg Cement In..,184.0,Chola Wealth Direct,14 Feb 2019,HEIDELBERG
Buy,PI Industries Ltd.,1053.0,Chola Wealth Direct,14 Feb 2019,PIIND
Buy,Amara Raja Energy & ..,,Chola Wealth Direct,13 Feb 2019,
Buy,Samvardhana Motherso..,147.0,Chola Wealth Direct,13 Feb 2019,
Buy,Va Tech Wabag Ltd.,308.0,Chola Wealth Direct,12 Feb 2019,WABAG
Buy,Orient Cement Ltd.,81.0,Chola Wealth Direct,11 Feb 2019,ORIENTCEM
Buy,JK Cement Ltd.,893.0,Chola Wealth Direct,06 Feb 2019,JKCEMENT
Sell,Lakshmi Vilas Bank L..,47.0,Chola Wealth Direct,05 Feb 2019,
Buy,Emami Ltd.,533.0,Chola Wealth Direct,04 Feb 2019,EMAMILTD
Buy,V-Guard Industries L..,246.0,Chola Wealth Direct,04 Feb 2019,VGUARD
Buy,KEC International Ltd.,323.0,Chola Wealth Direct,30 Jan 2019,KEC
Buy,RBL Bank Ltd.,633.0,Chola Wealth Direct,30 Jan 2019,RBLBANK
Buy,City Union Bank Ltd.,228.0,Chola Wealth Direct,30 Jan 2019,CUB
Buy,TTK Prestige Ltd.,8067.0,Chola Wealth Direct,29 Jan 2019,
Buy,Supreme Industries L..,1147.0,Chola Wealth Direct,25 Jan 2019,SUPREMEIND
Buy,Zensar Technologies ..,307.0,Chola Wealth Direct,23 Jan 2019,ZENSARTECH
Buy,TVS Motor Company Ltd.,607.0,Chola Wealth Direct,23 Jan 2019,TVSMOTOR
Buy,South Indian Bank Ltd.,15.0,Chola Wealth Direct,22 Jan 2019,SOUTHBANK
Buy,Kajaria Ceramics Ltd.,624.0,Chola Wealth Direct,21 Jan 2019,KAJARIACER
Buy,Au Small Finance Ban..,712.0,Chola Wealth Direct,21 Jan 2019,AUBANK
Sell,Geojit Financial Ser..,31.0,Chola Wealth Direct,18 Jan 2019,
Buy,MindTree Ltd.,1056.0,Chola Wealth Direct,17 Jan 2019,
Buy,Dewan Housing Financ..,286.0,Chola Wealth Direct,28 Nov 2018,DHFL
Buy,JK Lakshmi Cement Ltd.,347.0,Chola Wealth Direct,20 Nov 2018,JKLAKSHMI
Buy,Repco Home Finance L..,458.0,Chola Wealth Direct,20 Nov 2018,REPCOHOME
Buy,Va Tech Wabag Ltd.,321.0,Chola Wealth Direct,16 Nov 2018,WABAG
Buy,Indian Bank,304.0,Chola Wealth Direct,13 Nov 2018,INDIANB
Hold,Berger Paints (India..,317.0,Chola Wealth Direct,06 Nov 2018,
Buy,City Union Bank Ltd.,205.0,Chola Wealth Direct,05 Nov 2018,
Buy,Solar Industries Ind..,1179.0,Chola Wealth Direct,01 Nov 2018,
Buy,Emami Ltd.,556.0,Chola Wealth Direct,01 Nov 2018,EMAMILTD
Buy,Vinati Organics Ltd.,1730.0,Chola Wealth Direct,31 Oct 2018,
Buy,Geojit Financial Ser..,41.0,Chola Wealth Direct,30 Oct 2018,GEOJITFSL
Buy,V-Guard Industries L..,198.0,Chola Wealth Direct,29 Oct 2018,
Buy,Kajaria Ceramics Ltd.,528.0,Chola Wealth Direct,26 Oct 2018,KAJARIACER
Buy,TTK Prestige Ltd.,6240.0,Chola Wealth Direct,25 Oct 2018,
Buy,Havells India Ltd.,644.0,Chola Wealth Direct,19 Oct 2018,
Buy,Trident Ltd.,81.0,Chola Wealth Direct,19 Oct 2018,
Buy,Au Small Finance Ban..,,Chola Wealth Direct,16 Oct 2018,
Buy,PI Industries Ltd.,941.0,Chola Wealth Direct,05 Oct 2018,PIIND
Buy,Dewan Housing Financ..,743.0,Chola Wealth Direct,24 Sep 2018,
Buy,Reliance Home Financ..,91.0,Chola Wealth Direct,14 Sep 2018,
Buy,Greaves Cotton Ltd.,182.0,Chola Wealth Direct,03 Sep 2018,GREAVESCOT
Buy,LIC Housing Finance ..,640.0,Chola Wealth Direct,28 Aug 2018,LICHSGFIN
Buy,Greaves Cotton Ltd.,172.0,Chola Wealth Direct,20 Aug 2018,GREAVESCOT
Buy,Balkrishna Industrie..,1525.0,Chola Wealth Direct,17 Aug 2018,BALKRISIND
Buy,Dewan Housing Financ..,743.0,Chola Wealth Direct,16 Aug 2018,
Buy,UNO Minda Ltd.,469.0,Chola Wealth Direct,15 Aug 2018,
Neutral,Kaveri Seed Company ..,653.0,Chola Wealth Direct,14 Aug 2018,
Buy,Trident Ltd.,81.0,Chola Wealth Direct,13 Aug 2018,
Buy,TVS Motor Company Ltd.,593.0,Chola Wealth Direct,13 Aug 2018,TVSMOTOR
Buy,Somany Ceramics Ltd.,597.0,Chola Wealth Direct,13 Aug 2018,
Buy,Arvind Ltd.,480.0,Chola Wealth Direct,10 Aug 2018,ARVIND
Sell,Capital First Ltd.,,Chola Wealth Direct,07 Aug 2018,
Buy,JK Lakshmi Cement Ltd.,378.0,Chola Wealth Direct,06 Aug 2018,JKLAKSHMI
Buy,Emami Ltd.,671.0,Chola Wealth Direct,03 Aug 2018,
Buy,Orient Cement Ltd.,153.0,Chola Wealth Direct,03 Aug 2018,ORIENTCEM
Neutral,Solar Industries Ind..,1200.0,Chola Wealth Direct,02 Aug 2018,SOLARINDS
Buy,JK Cement Ltd.,901.0,Chola Wealth Direct,02 Aug 2018,JKCEMENT
Buy,Supreme Industries L..,1417.0,Chola Wealth Direct,01 Aug 2018,
Buy,Heidelberg Cement In..,186.0,Chola Wealth Direct,01 Aug 2018,HEIDELBERG
Buy,Escorts Kubota Ltd.,1071.0,Chola Wealth Direct,01 Aug 2018,ESCORTS
Buy,Persistent Systems L..,903.0,Chola Wealth Direct,31 Jul 2018,PERSISTENT
Neutral,Brokerage Research R..,,Chola Wealth Direct,27 Jul 2018,
Buy,Kajaria Ceramics Ltd.,584.0,Chola Wealth Direct,26 Jul 2018,
Buy,South Indian Bank Ltd.,26.0,Chola Wealth Direct,23 Jul 2018,SOUTHBANK
Buy,RBL Bank Ltd.,642.0,Chola Wealth Direct,20 Jul 2018,
Buy,DCB Bank Ltd.,223.0,Chola Wealth Direct,17 Jul 2018,
Buy,Dewan Housing Financ..,743.0,Chola Wealth Direct,11 Jul 2018,
Buy,Au Small Finance Ban..,732.0,Chola Wealth Direct,02 Jul 2018,
Buy,Reliance Home Financ..,91.0,Chola Wealth Direct,27 Jun 2018,
Buy,Va Tech Wabag Ltd.,550.0,Chola Wealth Direct,01 Jun 2018,WABAG
Neutral,Brokerage Research R..,,Chola Wealth Direct,31 May 2018,
Buy,City Union Bank Ltd.,203.0,Chola Wealth Direct,30 May 2018,
Neutral,Lakshmi Vilas Bank L..,111.0,Chola Wealth Direct,30 May 2018,LAKSHVILAS
Buy,JK Lakshmi Cement Ltd.,451.0,Chola Wealth Direct,25 May 2018,JKLAKSHMI
Buy,Brokerage Research R..,,Chola Wealth Direct,18 May 2018,
Buy,South Indian Bank Ltd.,37.0,Chola Wealth Direct,16 May 2018,SOUTHBANK
Buy,Capital First Ltd.,916.0,Chola Wealth Direct,14 May 2018,CAPF
Buy,Dewan Housing Financ..,743.0,Chola Wealth Direct,04 May 2018,DHFL
Buy,RBL Bank Ltd.,642.0,Chola Wealth Direct,30 Apr 2018,RBLBANK
Buy,Shriram City Union F..,2520.0,Chola Wealth Direct,27 Apr 2018,
Buy,Brokerage Research R..,,Chola Wealth Direct,26 Apr 2018,
Buy,DCB Bank Ltd.,223.0,Chola Wealth Direct,17 Apr 2018,
Buy,Rane Holdings Ltd.,3183.0,Chola Wealth Direct,19 Mar 2018,
Buy,Trident Ltd.,95.0,Chola Wealth Direct,13 Mar 2018,
Buy,Reliance Home Financ..,91.0,Chola Wealth Direct,06 Mar 2018,
Buy,Amara Raja Energy & ..,945.0,Chola Wealth Direct,21 Feb 2018,ARE&M
Buy,Balkrishna Industrie..,1314.0,Chola Wealth Direct,19 Feb 2018,
Sell,Karur Vysya Bank Ltd.,90.0,Chola Wealth Direct,16 Feb 2018,
Buy,Gabriel India Ltd.,226.0,Chola Wealth Direct,15 Feb 2018,
Buy,UNO Minda Ltd.,1250.0,Chola Wealth Direct,15 Feb 2018,
Buy,Repco Home Finance L..,739.0,Chola Wealth Direct,15 Feb 2018,REPCOHOME
Buy,Brokerage Research R..,,Chola Wealth Direct,13 Feb 2018,
Buy,Berger Paints (India..,276.0,Chola Wealth Direct,13 Feb 2018,
Buy,Greaves Cotton Ltd.,162.0,Chola Wealth Direct,13 Feb 2018,GREAVESCOT
Buy,Va Tech Wabag Ltd.,645.0,Chola Wealth Direct,13 Feb 2018,WABAG
Buy,Brokerage Research R..,,Chola Wealth Direct,12 Feb 2018,
Sell,Page Industries Ltd.,17752.0,Chola Wealth Direct,09 Feb 2018,PAGEIND
Buy,Hexaware Technologie..,382.0,Chola Wealth Direct,09 Feb 2018,HEXAWARE
Buy,JK Cement Ltd.,1212.0,Chola Wealth Direct,08 Feb 2018,JKCEMENT
Buy,City Union Bank Ltd.,191.0,Chola Wealth Direct,08 Feb 2018,
Buy,Brokerage Research R..,,Chola Wealth Direct,07 Feb 2018,
Buy,PI Industries Ltd.,1066.0,Chola Wealth Direct,07 Feb 2018,PIIND
Neutral,Brokerage Research R..,,Chola Wealth Direct,07 Feb 2018,
Neutral,Lakshmi Vilas Bank L..,135.0,Chola Wealth Direct,06 Feb 2018,LAKSHVILAS
Buy,Vinati Organics Ltd.,906.0,Chola Wealth Direct,06 Feb 2018,
Buy,JK Lakshmi Cement Ltd.,483.0,Chola Wealth Direct,05 Feb 2018,JKLAKSHMI
Buy,Ceat Ltd.,1994.0,Chola Wealth Direct,05 Feb 2018,CEATLTD
Buy,Escorts Kubota Ltd.,988.0,Chola Wealth Direct,02 Feb 2018,ESCORTS
Buy,Birlasoft Ltd.,247.0,Chola Wealth Direct,01 Feb 2018,
Buy,Orient Cement Ltd.,204.0,Chola Wealth Direct,01 Feb 2018,ORIENTCEM
Buy,TVS Motor Company Ltd.,767.0,Chola Wealth Direct,31 Jan 2018,
Buy,Geojit Financial Ser..,134.0,Chola Wealth Direct,29 Jan 2018,
Buy,RBL Bank Ltd.,619.0,Chola Wealth Direct,24 Jan 2018,RBLBANK
Buy,Coforge Ltd.,852.0,Chola Wealth Direct,23 Jan 2018,COFORGE
Buy,Dewan Housing Financ..,721.0,Chola Wealth Direct,23 Jan 2018,DHFL
Neutral,DCB Bank Ltd.,198.0,Chola Wealth Direct,19 Jan 2018,DCBBANK
Neutral,MindTree Ltd.,693.0,Chola Wealth Direct,18 Jan 2018,MINDTREE
Buy,South Indian Bank Ltd.,40.0,Chola Wealth Direct,10 Jan 2018,SOUTHBANK
Buy,Orient Cement Ltd.,226.0,Chola Wealth Direct,01 Jan 2018,
Neutral,Karur Vysya Bank Ltd.,110.0,Chola Wealth Direct,20 Nov 2017,KARURVYSYA
Neutral,Solar Industries Ind..,1077.0,Chola Wealth Direct,17 Nov 2017,SOLARINDS
Buy,JK Cement Ltd.,1260.0,Chola Wealth Direct,15 Nov 2017,JKCEMENT
Buy,JK Lakshmi Cement Ltd.,504.0,Chola Wealth Direct,14 Nov 2017,JKLAKSHMI
Buy,Va Tech Wabag Ltd.,675.0,Chola Wealth Direct,10 Nov 2017,WABAG
Buy,City Union Bank Ltd.,191.0,Chola Wealth Direct,09 Nov 2017,
Buy,Vinati Organics Ltd.,1130.0,Chola Wealth Direct,09 Nov 2017,
Buy,Indian Bank,454.0,Chola Wealth Direct,07 Nov 2017,INDIANB
Buy,KEC International Ltd.,360.0,Chola Wealth Direct,07 Nov 2017,KEC
Sell,Shriram City Union F..,2038.0,Chola Wealth Direct,03 Nov 2017,
Buy,Capital First Ltd.,952.0,Chola Wealth Direct,02 Nov 2017,CAPF
Buy,LIC Housing Finance ..,651.0,Chola Wealth Direct,31 Oct 2017,
Buy,RBL Bank Ltd.,661.0,Chola Wealth Direct,26 Oct 2017,RBLBANK
Neutral,DCB Bank Ltd.,193.0,Chola Wealth Direct,18 Oct 2017,DCBBANK
Neutral,Lakshmi Vilas Bank L..,147.0,Chola Wealth Direct,13 Oct 2017,LAKSHVILAS
Buy,South Indian Bank Ltd.,36.0,Chola Wealth Direct,12 Oct 2017,SOUTHBANK
Buy,Capital First Ltd.,942.0,Chola Wealth Direct,27 Sep 2017,
Buy,Brokerage Research R..,,Chola Wealth Direct,15 Sep 2017,
Neutral,Solar Industries Ind..,895.0,Chola Wealth Direct,22 Aug 2017,SOLARINDS
Buy,JK Cement Ltd.,1143.0,Chola Wealth Direct,21 Aug 2017,JKCEMENT
Buy,Power Grid Corporati..,241.0,Chola Wealth Direct,16 Aug 2017,POWERGRID
Buy,Va Tech Wabag Ltd.,723.0,Chola Wealth Direct,14 Aug 2017,WABAG
Buy,City Union Bank Ltd.,186.0,Chola Wealth Direct,11 Aug 2017,
Buy,Repco Home Finance L..,840.0,Chola Wealth Direct,09 Aug 2017,REPCOHOME
Buy,Lupin Ltd.,1107.0,Chola Wealth Direct,09 Aug 2017,LUPIN
Neutral,Shriram City Union F..,2045.0,Chola Wealth Direct,08 Aug 2017,SHRIRAMCIT
Buy,JK Lakshmi Cement Ltd.,509.0,Chola Wealth Direct,08 Aug 2017,JKLAKSHMI
Buy,KEC International Ltd.,340.0,Chola Wealth Direct,04 Aug 2017,KEC
Buy,Larsen & Toubro Ltd.,1295.0,Chola Wealth Direct,03 Aug 2017,
Neutral,Karur Vysya Bank Ltd.,131.0,Chola Wealth Direct,02 Aug 2017,KARURVYSYA
Neutral,LIC Housing Finance ..,661.0,Chola Wealth Direct,01 Aug 2017,LICHSGFIN
Neutral,Lakshmi Vilas Bank L..,168.0,Chola Wealth Direct,31 Jul 2017,LAKSHVILAS
Neutral,Supreme Industries L..,1168.0,Chola Wealth Direct,28 Jul 2017,
Buy,Axis Bank Ltd.,548.0,Chola Wealth Direct,27 Jul 2017,AXISBANK
Buy,Dewan Housing Financ..,545.0,Chola Wealth Direct,27 Jul 2017,DHFL
Buy,YES Bank Ltd.,1876.0,Chola Wealth Direct,27 Jul 2017,
Buy,Brokerage Research R..,,Chola Wealth Direct,26 Jul 2017,
Buy,RBL Bank Ltd.,640.0,Chola Wealth Direct,25 Jul 2017,
Buy,Kotak Mahindra Bank ..,1031.0,Chola Wealth Direct,25 Jul 2017,KOTAKBANK
Neutral,Bajaj Finance Ltd.,1439.0,Chola Wealth Direct,20 Jul 2017,BAJFINANCE
Neutral,DCB Bank Ltd.,203.0,Chola Wealth Direct,18 Jul 2017,DCBBANK
Buy,South Indian Bank Ltd.,34.0,Chola Wealth Direct,13 Jul 2017,SOUTHBANK
Buy,Ashok Leyland Ltd.,112.0,Chola Wealth Direct,30 Jun 2017,
Buy,Heidelberg Cement In..,145.0,Chola Wealth Direct,06 Jun 2017,HEIDELBERG
Buy,Amara Raja Energy & ..,960.0,Chola Wealth Direct,03 Jun 2017,ARE&M
Buy,Ashok Leyland Ltd.,112.0,Chola Wealth Direct,02 Jun 2017,ASHOKLEY
Buy,Power Grid Corporati..,225.0,Chola Wealth Direct,02 Jun 2017,POWERGRID
Buy,City Union Bank Ltd.,186.0,Chola Wealth Direct,31 May 2017,
Neutral,Solar Industries Ind..,843.0,Chola Wealth Direct,31 May 2017,SOLARINDS
Buy,Repco Home Finance L..,878.0,Chola Wealth Direct,30 May 2017,REPCOHOME
Buy,Sun Pharmaceutical I..,604.0,Chola Wealth Direct,30 May 2017,SUNPHARMA
Neutral,Geojit Financial Ser..,70.0,Chola Wealth Direct,29 May 2017,GEOJITFSL
Buy,Va Tech Wabag Ltd.,752.0,Chola Wealth Direct,29 May 2017,WABAG
Buy,Lupin Ltd.,1294.0,Chola Wealth Direct,26 May 2017,LUPIN
Buy,KEC International Ltd.,279.0,Chola Wealth Direct,23 May 2017,KEC
Neutral,Karur Vysya Bank Ltd.,123.0,Chola Wealth Direct,23 May 2017,KARURVYSYA
Buy,JK Cement Ltd.,1259.0,Chola Wealth Direct,19 May 2017,JKCEMENT
Buy,JK Lakshmi Cement Ltd.,552.0,Chola Wealth Direct,19 May 2017,JKLAKSHMI
Neutral,Bajaj Finance Ltd.,1265.0,Chola Wealth Direct,18 May 2017,BAJFINANCE
Buy,South Indian Bank Ltd.,30.0,Chola Wealth Direct,17 May 2017,SOUTHBANK
Buy,Vinati Organics Ltd.,957.0,Chola Wealth Direct,17 May 2017,
Neutral,Dr. Reddy's Laborato..,2862.0,Chola Wealth Direct,16 May 2017,DRREDDY
Buy,Arvind Ltd.,456.0,Chola Wealth Direct,12 May 2017,
Neutral,Asian Paints Ltd.,1068.0,Chola Wealth Direct,12 May 2017,ASIANPAINT
Buy,GlaxoSmithKline Cons..,5988.0,Chola Wealth Direct,12 May 2017,GSKCONS
Buy,Housing Development ..,1700.0,Chola Wealth Direct,11 May 2017,HDFC
Neutral,Godrej Consumer Prod..,1926.0,Chola Wealth Direct,11 May 2017,
Neutral,Havells India Ltd.,473.0,Chola Wealth Direct,11 May 2017,
Buy,ICICI Bank Ltd.,340.0,Chola Wealth Direct,05 May 2017,
Buy,Dewan Housing Financ..,510.0,Chola Wealth Direct,05 May 2017,DHFL
Hold,Shriram City Union F..,2053.0,Chola Wealth Direct,04 May 2017,SHRIRAMCIT
Buy,RBL Bank Ltd.,640.0,Chola Wealth Direct,02 May 2017,RBLBANK
Neutral,Lakshmi Vilas Bank L..,174.0,Chola Wealth Direct,28 Apr 2017,LAKSHVILAS
Buy,Kotak Mahindra Bank ..,955.0,Chola Wealth Direct,28 Apr 2017,
Neutral,LIC Housing Finance ..,640.0,Chola Wealth Direct,27 Apr 2017,
Buy,Axis Bank Ltd.,540.0,Chola Wealth Direct,27 Apr 2017,AXISBANK
Neutral,MindTree Ltd.,468.0,Chola Wealth Direct,26 Apr 2017,MINDTREE
Buy,Indian Bank,350.0,Chola Wealth Direct,26 Apr 2017,INDIANB
Buy,UltraTech Cement Ltd.,4555.0,Chola Wealth Direct,26 Apr 2017,
Buy,Cyient Ltd.,606.0,Chola Wealth Direct,25 Apr 2017,CYIENT
Buy,HDFC Bank Ltd.,1670.0,Chola Wealth Direct,24 Apr 2017,HDFCBANK
Buy,YES Bank Ltd.,1692.0,Chola Wealth Direct,21 Apr 2017,YESBANK
Neutral,DCB Bank Ltd.,170.0,Chola Wealth Direct,20 Apr 2017,DCBBANK
Buy,Infosys Ltd.,1128.0,Chola Wealth Direct,19 Apr 2017,INFY
Buy,Repco Home Finance L..,850.0,Chola Wealth Direct,30 Mar 2017,REPCOHOME
Buy,Greaves Cotton Ltd.,196.0,Chola Wealth Direct,30 Mar 2017,
Buy,Samvardhana Motherso..,393.0,Chola Wealth Direct,30 Mar 2017,
Neutral,Berger Paints (India..,230.0,Chola Wealth Direct,30 Mar 2017,
Buy,JK Cement Ltd.,996.0,Chola Wealth Direct,30 Mar 2017,
Buy,Lumax Industries Ltd.,1560.0,Chola Wealth Direct,30 Mar 2017,
Buy,PI Industries Ltd.,982.0,Chola Wealth Direct,30 Mar 2017,
Neutral,Solar Industries Ind..,772.0,Chola Wealth Direct,30 Mar 2017,
Buy,Tata Consultancy Ser..,2672.0,Chola Wealth Direct,30 Mar 2017,
Buy,Lumax Industries Ltd.,1560.0,Chola Wealth Direct,28 Feb 2017,LUMAXIND
Buy,Greaves Cotton Ltd.,196.0,Chola Wealth Direct,27 Feb 2017,GREAVESCOT
Buy,Samvardhana Motherso..,393.0,Chola Wealth Direct,27 Feb 2017,
Buy,Tata Consultancy Ser..,2672.0,Chola Wealth Direct,22 Feb 2017,TCS
Buy,Balkrishna Industrie..,1261.0,Chola Wealth Direct,21 Feb 2017,
Buy,Balkrishna Industrie..,1261.0,Chola Wealth Direct,21 Feb 2017,
Buy,JK Cement Ltd.,996.0,Chola Wealth Direct,21 Feb 2017,JKCEMENT
Buy,PI Industries Ltd.,982.0,Chola Wealth Direct,20 Feb 2017,
Neutral,Solar Industries Ind..,772.0,Chola Wealth Direct,20 Feb 2017,SOLARINDS
Buy,Repco Home Finance L..,825.0,Chola Wealth Direct,17 Feb 2017,REPCOHOME
Buy,Adani Ports & Specia..,330.0,Chola Wealth Direct,17 Feb 2017,
Buy,Sun Pharmaceutical I..,736.0,Chola Wealth Direct,17 Feb 2017,SUNPHARMA
Buy,Heidelberg Cement In..,126.0,Chola Wealth Direct,16 Feb 2017,
Buy,Hexaware Technologie..,229.0,Chola Wealth Direct,15 Feb 2017,
